product_id,shop_id,shop_name,district,category,brand,model,specifications,price_lkr,stock_status,warranty,last_updated,verified,shop_name_shop,district_shop,city_address,latitude,longitude,average_rating,reviews_count,verified_shop,shop_type
P0783,MAT119,Enter C,Matara,Laptop,HP,MacBook Air,"8GB RAM, 512GB SSD, i7",168290,Out of Stock,12 Months,2025-09-24,Maybe,Enter C,Matara,"Issadeen Town, Matara 81000, Sri Lanka",5.9559321,80.53213219999999,5.0,2.0,Maybe,product_shop
P0783,MAT119,Enter C,Matara,Laptop,HP,MacBook Air,"8GB RAM, 512GB SSD, i7",168290,Out of Stock,12 Months,2025-09-24,Maybe,Tharanga Computers,Matara,"WGXW+V9V, Matara, Sri Lanka",5.949746,80.5459079,5.0,6.0,Maybe,repair_shop
P0784,GAL098,TechWave Technologies,Galle,GPU,ASUS,RTX 4070,"6GB GDDR6, Dual Fan",82547,In Stock,6 Months,2025-09-24,Yes,TechWave Technologies,Galle,"Galle - Baddegama Rd, Sandarawala, Sri Lanka",6.156854099999999,80.18298759999999,5.0,14.0,Maybe,product_shop
P0784,GAL098,TechWave Technologies,Galle,GPU,ASUS,RTX 4070,"6GB GDDR6, Dual Fan",82547,In Stock,6 Months,2025-09-24,Yes,Alpha Computers,Galle,"Near railway road, Hikkaduwa 80240, Sri Lanka",6.1254011,80.1103564,5.0,18.0,Maybe,repair_shop
P0785,TRI213,A2ZLankans Computer shop,Trincomalee,GPU,NVIDIA,RX 6600,"12GB GDDR6, Dual Fan",156812,In Stock,6 Months,2025-09-24,No,A2ZLankans Computer shop,Trincomalee,"Main street, 04 buhary junction, Kinniya 31100, Sri Lanka",8.5024725,81.1806453,5.0,7.0,Maybe,product_shop
P0785,TRI213,A2ZLankans Computer shop,Trincomalee,GPU,NVIDIA,RX 6600,"12GB GDDR6, Dual Fan",156812,In Stock,6 Months,2025-09-24,No,pc & mobile plus tech,Trincomalee,"Common well lane, muniyappar kovil street, Vavuniya 43000, Sri Lanka",8.7453791,80.457774,5.0,17.0,Maybe,repair_shop
P0786,KAN046,FA Global Tech (PVT) LTD,Kandy,RAM,TeamGroup,32GB DDR4,"32GB DDR4, 3600MHz",19486,Out of Stock,6 Months,2025-09-24,Maybe,FA Global Tech (PVT) LTD,Kandy,"28/B/59 Jayarathna Mawatha, gampola 20500, Sri Lanka",7.164680799999999,80.57026739999999,5.0,138.0,Maybe,product_shop
P0786,KAN046,FA Global Tech (PVT) LTD,Kandy,RAM,TeamGroup,32GB DDR4,"32GB DDR4, 3600MHz",19486,Out of Stock,6 Months,2025-09-24,Maybe,FA Global Tech (PVT) LTD,Kandy,"28/B/59 Jayarathna Mawatha, gampola 20500, Sri Lanka",7.1646808,80.5702674,5.0,137.0,Maybe,repair_shop
P0787,BAT231,Mobile Genius Technologies,Batticaloa,PSU,Seasonic,750W,"750W, 80+ Platinum",30074,In Stock,24 Months,2025-09-24,Maybe,Mobile Genius Technologies,Batticaloa,"155/2 New Kalmunai Road, Kallady, Batticaloa 30000, Sri Lanka",7.7120709,81.71046779999999,5.0,4.0,Maybe,product_shop
P0787,BAT231,Mobile Genius Technologies,Batticaloa,PSU,Seasonic,750W,"750W, 80+ Platinum",30074,In Stock,24 Months,2025-09-24,Maybe,Sundhus IT,Batticaloa,"382 Main St, Kattankudy 30100, Sri Lanka",7.6862838,81.7256002,5.0,9.0,Maybe,repair_shop
P0788,ANU294,Family Mobile,Anuradhapura,PSU,Corsair,750W,"750W, 80+ Platinum",12863,Out of Stock,36 Months,2025-09-24,Maybe,Family Mobile,Anuradhapura,"562, 16 Udaya Mawatha, Anuradhapura, Sri Lanka",8.3244717,80.4014195,5.0,4.0,Maybe,product_shop
P0788,ANU294,Family Mobile,Anuradhapura,PSU,Corsair,750W,"750W, 80+ Platinum",12863,Out of Stock,36 Months,2025-09-24,Maybe,LOGITECH COMPUTERS,Anuradhapura,"171 Main Street, Galgamuwa 60700, Sri Lanka",7.9996172,80.2712469,5.0,8.0,Maybe,repair_shop
P0789,ANU295,WARA Technologies Anuradhapura,Anuradhapura,Monitor,Samsung,24-inch FHD,"24-inch FHD, 240Hz",89272,Out of Stock,6 Months,2025-09-24,Yes,WARA Technologies Anuradhapura,Anuradhapura,"Unagaswewa Junction, Kandy Road,Gnanikkulama, Anuradhapura, Sri Lanka",8.2954218,80.4345239,5.0,3.0,Maybe,product_shop
P0789,ANU295,WARA Technologies Anuradhapura,Anuradhapura,Monitor,Samsung,24-inch FHD,"24-inch FHD, 240Hz",89272,Out of Stock,6 Months,2025-09-24,Yes,DIVAAN IT SOLUTIONS,Anuradhapura,"ANURADHAPURA JAFNA, JUNCTION 50000, Sri Lanka",8.3559564,80.4189246,5.0,7.0,Maybe,repair_shop
P0790,GAL105,Galle X Computer,Galle,CPU,AMD,Ryzen 5 5600X,"AMD Ryzen 5 5600X, 8 cores",107570,In Stock,12 Months,2025-09-24,Maybe,Galle X Computer,Galle,"Junction, Mapalagama - Elpitiya Rd, Nagoda 80110, Sri Lanka",6.1982133,80.2748263,5.0,2.0,Maybe,product_shop
P0790,GAL105,Galle X Computer,Galle,CPU,AMD,Ryzen 5 5600X,"AMD Ryzen 5 5600X, 8 cores",107570,In Stock,12 Months,2025-09-24,Maybe,RV Laptop Repair,Galle,"Disanayaka mawatha anangoda, Galle 80000, Sri Lanka",6.0544564,80.251352,5.0,5.0,Maybe,repair_shop
P0791,COL002,Brilliant Technologies,Colombo,SSD,Adata,2TB,"2TB, NVMe PCIe 4.0",39006,In Stock,12 Months,2025-09-24,Yes,Brilliant Technologies,Colombo,"161, 1/1 Old Kottawa Rd, Maharagama 10280, Sri Lanka",6.857907699999999,79.9161172,5.0,178.0,Maybe,product_shop
P0791,COL002,Brilliant Technologies,Colombo,SSD,Adata,2TB,"2TB, NVMe PCIe 4.0",39006,In Stock,12 Months,2025-09-24,Yes,Brilliant Technologies,Colombo,"161, 1/1 Old Kottawa Rd, Maharagama 10280, Sri Lanka",6.8579077,79.9161172,5.0,178.0,Maybe,repair_shop
P0792,GAM019,Sky Computer Branch,Gampaha,Monitor,Samsung,32-inch 4K,"32-inch 4K, 240Hz",90694,In Stock,12 Months,2025-09-24,Maybe,Sky Computer Branch,Gampaha,"6R4V+MRM, St Joseph's St, Negombo, Sri Lanka",7.206712,79.8445382,5.0,2.0,Maybe,product_shop
P0792,GAM019,Sky Computer Branch,Gampaha,Monitor,Samsung,32-inch 4K,"32-inch 4K, 240Hz",90694,In Stock,12 Months,2025-09-24,Maybe,Fixme Laptop Repair Centre,Gampaha,"94/2/1 Ja Ela-Ekala-Gampaha-Yakkala Hwy, Gampaha 11000, Sri Lanka",7.0925909,79.9922688,5.0,83.0,Maybe,repair_shop
P0793,BAT236,Red Fix TM Computers,Batticaloa,SSD,WD,250GB,"250GB, SATA",7133,Out of Stock,6 Months,2025-09-24,Maybe,Red Fix TM Computers,Batticaloa,"Muslim, WGCH+XQ5, 5, Sri Lanka",7.922393,81.5294973,5.0,2.0,Maybe,product_shop
P0793,BAT236,Red Fix TM Computers,Batticaloa,SSD,WD,250GB,"250GB, SATA",7133,Out of Stock,6 Months,2025-09-24,Maybe,The PC Doctor- Desktop Computer & Laptop Repairing Services,Batticaloa,"WGFJ+9W, Oddamavadi, Sri Lanka",7.923389,81.5323561,5.0,3.0,Maybe,repair_shop
P0794,GAM017,MenTergo Totel IT Solution,Gampaha,GPU,AMD,RTX 3060,"6GB GDDR6, Dual Fan",188781,Out of Stock,24 Months,2025-09-24,Yes,MenTergo Totel IT Solution,Gampaha,"872 Puttalam - Colombo Rd, Negombo 11500, Sri Lanka",7.1825848,79.8603357,5.0,70.0,Maybe,product_shop
P0794,GAM017,MenTergo Totel IT Solution,Gampaha,GPU,AMD,RTX 3060,"6GB GDDR6, Dual Fan",188781,Out of Stock,24 Months,2025-09-24,Yes,Nanex Computers,Gampaha,"No. 15 Minuwangoda Road, Ja-Ela 11380, Sri Lanka",7.0876345,79.8982775,5.0,86.0,Maybe,repair_shop
P0795,COL004,Sri softnet branch,Colombo,CPU,Intel,i7-13700K,"Intel i7-13700K, 6 cores",192512,In Stock,24 Months,2025-09-24,Maybe,Sri softnet branch,Colombo,"Battaramulla - Pannipitiya Rd, Pannipitiya 10230, Sri Lanka",6.8615354,79.9430149,5.0,9.0,Maybe,product_shop
P0795,COL004,Sri softnet branch,Colombo,CPU,Intel,i7-13700K,"Intel i7-13700K, 6 cores",192512,In Stock,24 Months,2025-09-24,Maybe,P J Computers,Colombo,"NO : 231/B/6 Samagi MW, Panadura 12500, Sri Lanka",6.7437262,79.9346773,5.0,142.0,Maybe,repair_shop
P0796,TRI214,Manaal pc solution,Trincomalee,SSD,Crucial,250GB,"250GB, NVMe PCIe 4.0",33734,Out of Stock,36 Months,2025-09-24,Yes,Manaal pc solution,Trincomalee,"No.33/7 jamaliya street, Trincomalee 31000, Sri Lanka",8.592977399999999,81.22320839999999,5.0,7.0,Maybe,product_shop
P0796,TRI214,Manaal pc solution,Trincomalee,SSD,Crucial,250GB,"250GB, NVMe PCIe 4.0",33734,Out of Stock,36 Months,2025-09-24,Yes,Mashacellular Trincomalee,Trincomalee,"177 Central Rd, Trincomalee 31000, Sri Lanka",8.5785912,81.2322325,5.0,15.0,Maybe,repair_shop
P0797,KAN051,BML Computers,Kandy,RAM,G.Skill,32GB DDR4,"32GB DDR4, 3600MHz",22242,In Stock,24 Months,2025-09-24,Maybe,BML Computers,Kandy,"Hedeniya - Medawela - Poojapitiya Rd, Medawala, Sri Lanka",7.357003299999999,80.5661057,5.0,3.0,Maybe,product_shop
P0797,KAN051,BML Computers,Kandy,RAM,G.Skill,32GB DDR4,"32GB DDR4, 3600MHz",22242,In Stock,24 Months,2025-09-24,Maybe,Vista Technology,Kandy,"47, 48B Aruppola Watta Rd, Kandy 20000, Sri Lanka",7.3128179,80.643955,5.0,23.0,Maybe,repair_shop
P0798,TRI225,Last Tech Mutur,Trincomalee,RAM,Crucial,32GB DDR4,"32GB DDR4, 3200MHz",16506,Out of Stock,6 Months,2025-09-24,No,Last Tech Mutur,Trincomalee,"Market Road, Mutur 31200, Sri Lanka",8.4504758,81.2598766,5.0,1.0,Maybe,product_shop
P0798,TRI225,Last Tech Mutur,Trincomalee,RAM,Crucial,32GB DDR4,"32GB DDR4, 3200MHz",16506,Out of Stock,6 Months,2025-09-24,No,SNT Computers,Trincomalee,"Dockyard Rd, Trincomalee 31000, Sri Lanka",8.5676373,81.2382536,5.0,3.0,Maybe,repair_shop
P0799,BAT226,MASTER MOBILE STORE,Batticaloa,PSU,Corsair,550W,"550W, 80+ Bronze",34969,In Stock,24 Months,2025-09-24,Maybe,MASTER MOBILE STORE,Batticaloa,"110 Main Street, Eravur 30300, Sri Lanka",7.7752721,81.6059124,5.0,74.0,Maybe,product_shop
P0799,BAT226,MASTER MOBILE STORE,Batticaloa,PSU,Corsair,550W,"550W, 80+ Bronze",34969,In Stock,24 Months,2025-09-24,Maybe,M4 TECH,Batticaloa,"18A, Main Street Thaikkanagar, Addalaichenai-15, Akkaraipattu 32350, Sri Lanka",7.237206,81.85262,5.0,154.0,Maybe,repair_shop
P0800,KUR261,LapMart.LK,Kurunegala,PSU,EVGA,550W,"550W, 80+ Gold",17686,Out of Stock,6 Months,2025-09-24,Yes,LapMart.LK,Kurunegala,"132/B Bauddhaloka Mawatha, Kurunegala 60000, Sri Lanka",7.4833376,80.3558953,5.0,4.0,Maybe,product_shop
P0800,KUR261,LapMart.LK,Kurunegala,PSU,EVGA,550W,"550W, 80+ Gold",17686,Out of Stock,6 Months,2025-09-24,Yes,B-MART (Alawwa),Kurunegala,"Alawwa, Sri Lanka",7.3039416,80.2089507,5.0,11.0,Maybe,repair_shop
P0801,COL006,MSK COMPUTERS,Colombo,Laptop,Acer,ThinkPad,"32GB RAM, 512GB SSD, i5",249532,In Stock,36 Months,2025-09-24,No,MSK COMPUTERS,Colombo,"296/3/b, Delpe Junction, Ragama 10100, Sri Lanka",7.021058999999999,79.9346673,4.9,1143.0,Maybe,product_shop
P0801,COL006,MSK COMPUTERS,Colombo,Laptop,Acer,ThinkPad,"32GB RAM, 512GB SSD, i5",249532,In Stock,36 Months,2025-09-24,No,Smart Moves & Repairs,Colombo,"48/1 D. M. Colombage Mawatha, Colombo 05 00500, Sri Lanka",6.8826195,79.8825876,5.0,86.0,Maybe,repair_shop
P0802,MAT115,Richson Computers,Matara,Motherboard,Gigabyte,B550,"B550 chipset, mATX",87351,In Stock,6 Months,2025-09-24,No,Richson Computers,Matara,"5M4X+4CJ, Walasmulla, Sri Lanka",6.155329099999999,80.6985121,5.0,3.0,Maybe,product_shop
P0802,MAT115,Richson Computers,Matara,Motherboard,Gigabyte,B550,"B550 chipset, mATX",87351,In Stock,6 Months,2025-09-24,No,Malin Jay Technology - MJT,Matara,"No 40/A Ganegawatta, Deiyandara 81320, Sri Lanka",6.1457557,80.6097721,5.0,12.0,Maybe,repair_shop
P0803,GAL095,TG Technology PVT LTD,Galle,GPU,AMD,RX 6800,"8GB GDDR6, Triple Fan",167184,Out of Stock,12 Months,2025-09-24,Yes,TG Technology PVT LTD,Galle,"137/A, Galle 80000, Sri Lanka",6.0747678,80.2260311,5.0,26.0,Maybe,product_shop
P0803,GAL095,TG Technology PVT LTD,Galle,GPU,AMD,RX 6800,"8GB GDDR6, Triple Fan",167184,Out of Stock,12 Months,2025-09-24,Yes,The Computer Guyz,Galle,"218 Dahanayake Mawatha, Galle 80000, Sri Lanka",6.0522267,80.2066246,5.0,31.0,Maybe,repair_shop
P0804,COL004,Sri softnet branch,Colombo,Monitor,Samsung,27-inch QHD,"27-inch QHD, 75Hz",103758,In Stock,36 Months,2025-09-24,No,Sri softnet branch,Colombo,"Battaramulla - Pannipitiya Rd, Pannipitiya 10230, Sri Lanka",6.8615354,79.9430149,5.0,9.0,Maybe,product_shop
P0804,COL004,Sri softnet branch,Colombo,Monitor,Samsung,27-inch QHD,"27-inch QHD, 75Hz",103758,In Stock,36 Months,2025-09-24,No,P J Computers,Colombo,"NO : 231/B/6 Samagi MW, Panadura 12500, Sri Lanka",6.7437262,79.9346773,5.0,142.0,Maybe,repair_shop
P0805,TRI211,DIGI World,Trincomalee,CPU,AMD,i7-13700K,"AMD i7-13700K, 8 cores",160967,Out of Stock,6 Months,2025-09-24,No,DIGI World,Trincomalee,"16/6 Huskison Rd, Trincomalee 31000, Sri Lanka",8.577075899999999,81.2313712,5.0,63.0,Maybe,product_shop
P0805,TRI211,DIGI World,Trincomalee,CPU,AMD,i7-13700K,"AMD i7-13700K, 8 cores",160967,Out of Stock,6 Months,2025-09-24,No,WAVE TECHZONE,Trincomalee,"No.187, President School, Roadchool Road, Anuradhapura 50000, Sri Lanka",8.3101266,80.4224034,5.0,76.0,Maybe,repair_shop
P0806,ANU299,HP WORLD - Anuradhapura ( Base HP Regional Office Anuradhapura),Anuradhapura,CPU,Intel,Ryzen 7 5800X,"Intel Ryzen 7 5800X, 6 cores",155518,Out of Stock,6 Months,2025-09-24,No,HP WORLD - Anuradhapura ( Base HP Regional Office Anuradhapura),Anuradhapura,"521/5 Maithripala Senanayake Mawatha, Anuradhapura 50000, Sri Lanka",8.320966,80.4012274,5.0,3.0,Maybe,product_shop
P0806,ANU299,HP WORLD - Anuradhapura ( Base HP Regional Office Anuradhapura),Anuradhapura,CPU,Intel,Ryzen 7 5800X,"Intel Ryzen 7 5800X, 6 cores",155518,Out of Stock,6 Months,2025-09-24,No,HP WORLD - Anuradhapura ( Base HP Regional Office Anuradhapura),Anuradhapura,"521/5 Maithripala Senanayake Mawatha, Anuradhapura 50000, Sri Lanka",8.320966,80.4012274,5.0,3.0,Maybe,repair_shop
P0807,JAF143,Micro Computers,Jaffna,GPU,MSI,RX 6600,"6GB GDDR6, Triple Fan",148253,In Stock,12 Months,2025-09-24,No,Micro Computers,Jaffna,"175/3 Kasthuriyar Rd, Jaffna, Sri Lanka",9.669744,80.0113703,5.0,3.0,Maybe,product_shop
P0807,JAF143,Micro Computers,Jaffna,GPU,MSI,RX 6600,"6GB GDDR6, Triple Fan",148253,In Stock,12 Months,2025-09-24,No,Hari Tech,Jaffna,"RAJA VEETHY, KOPAY, Sri Lanka",9.6979369,80.0462763,5.0,3.0,Maybe,repair_shop
P0808,ANU295,WARA Technologies Anuradhapura,Anuradhapura,Motherboard,ASUS,B550,"B550 chipset, ATX",179105,In Stock,24 Months,2025-09-24,No,WARA Technologies Anuradhapura,Anuradhapura,"Unagaswewa Junction, Kandy Road,Gnanikkulama, Anuradhapura, Sri Lanka",8.2954218,80.4345239,5.0,3.0,Maybe,product_shop
P0808,ANU295,WARA Technologies Anuradhapura,Anuradhapura,Motherboard,ASUS,B550,"B550 chipset, ATX",179105,In Stock,24 Months,2025-09-24,No,DIVAAN IT SOLUTIONS,Anuradhapura,"ANURADHAPURA JAFNA, JUNCTION 50000, Sri Lanka",8.3559564,80.4189246,5.0,7.0,Maybe,repair_shop
P0809,GAM021,PC Clinic / PCC - Kadawatha,Gampaha,Monitor,AOC,27-inch QHD,"27-inch QHD, 240Hz",146883,In Stock,12 Months,2025-09-24,Maybe,PC Clinic / PCC - Kadawatha,Gampaha,"172, 12F Kandy Rd, Kadawatha 11850, Sri Lanka",7.001567,79.95041189999999,4.9,1073.0,Maybe,product_shop
P0809,GAM021,PC Clinic / PCC - Kadawatha,Gampaha,Monitor,AOC,27-inch QHD,"27-inch QHD, 240Hz",146883,In Stock,12 Months,2025-09-24,Maybe,Dinuka Technologies,Gampaha,"No. 338/1, New Kandy Road, B214, Sri Lanka",6.9894438,80.0145945,5.0,54.0,Maybe,repair_shop
P0810,GAL096,Weligama Winux Computer,Galle,GPU,ASUS,RX 6600,"6GB GDDR6, Dual Fan",478548,In Stock,6 Months,2025-09-24,Maybe,Weligama Winux Computer,Galle,"new shopping complex, 26 1st floor, Weligama 81700, Sri Lanka",5.974308799999999,80.4293445,5.0,21.0,Maybe,product_shop
P0810,GAL096,Weligama Winux Computer,Galle,GPU,ASUS,RX 6600,"6GB GDDR6, Dual Fan",478548,In Stock,6 Months,2025-09-24,Maybe,TG Technology PVT LTD,Galle,"137/A, Galle 80000, Sri Lanka",6.0747678,80.2260311,5.0,26.0,Maybe,repair_shop
P0811,BAT239,Laptop Store - MacsarIT,Batticaloa,Laptop,Dell,Aspire,"8GB RAM, 1024GB SSD, i7",238560,Out of Stock,12 Months,2025-09-24,Yes,Laptop Store - MacsarIT,Batticaloa,"412 Main St, Kattankudy 30100, Sri Lanka",7.686723799999999,81.72532869999999,5.0,1.0,Maybe,product_shop
P0811,BAT239,Laptop Store - MacsarIT,Batticaloa,Laptop,Dell,Aspire,"8GB RAM, 1024GB SSD, i7",238560,Out of Stock,12 Months,2025-09-24,Yes,Millennium Computer Palace,Batticaloa,"Hutha, Mosque Road, 30420, Sri Lanka",7.9213276,81.5246705,5.0,1.0,Maybe,repair_shop
P0812,COL014,Green Tech Computers Pvt LTD,Colombo,SSD,Kingston,250GB,"250GB, SATA",31295,In Stock,24 Months,2025-09-24,Maybe,Green Tech Computers Pvt LTD,Colombo,"Wardcity, Gampaha 11000, Sri Lanka",7.0934127,79.9975575,4.8,101.0,Maybe,product_shop
P0812,COL014,Green Tech Computers Pvt LTD,Colombo,SSD,Kingston,250GB,"250GB, SATA",31295,In Stock,24 Months,2025-09-24,Maybe,Laptop City,Colombo,"3F8 3RD FLOOR, UNITY PLAZA, Colombo 00400, Sri Lanka",6.8935564,79.8552552,4.9,996.0,Maybe,repair_shop
P0813,GAL103,Nano Technology,Galle,CPU,Intel,Ryzen 7 5800X,"Intel Ryzen 7 5800X, 8 cores",36755,Out of Stock,6 Months,2025-09-24,Maybe,Nano Technology,Galle,"179/B Galle Rd, Hikkaduwa 80240, Sri Lanka",6.1412643,80.0996097,5.0,3.0,Maybe,product_shop
P0813,GAL103,Nano Technology,Galle,CPU,Intel,Ryzen 7 5800X,"Intel Ryzen 7 5800X, 8 cores",36755,Out of Stock,6 Months,2025-09-24,Maybe,NextGen PC Solutions,Galle,"35FX+Q55, Beraliyadola, Hapugala, Sri Lanka",6.0743952,80.1980063,5.0,8.0,Maybe,repair_shop
P0814,BAT232,Craft Collective,Batticaloa,PSU,Cooler Master,850W,"850W, 80+ Gold",17793,Out of Stock,36 Months,2025-09-24,Yes,Craft Collective,Batticaloa,"Old kalmunai road, Batticaloa 30000, Sri Lanka",7.7125157,81.7099853,5.0,3.0,Maybe,product_shop
P0814,BAT232,Craft Collective,Batticaloa,PSU,Cooler Master,850W,"850W, 80+ Gold",17793,Out of Stock,36 Months,2025-09-24,Yes,Awe Machines,Batticaloa,"No 30 Pillaiyar Kovil Rd, Kallady, Sri Lanka",7.7048105,81.7107861,5.0,5.0,Maybe,repair_shop
P0815,COL008,Nanotek Computer Solutions,Colombo,SSD,WD,250GB,"250GB, SATA",13984,In Stock,24 Months,2025-09-24,Yes,Nanotek Computer Solutions,Colombo,"No:37 School Ln, Colombo 00300, Sri Lanka",6.8968918,79.8563961,4.9,754.0,Maybe,product_shop
P0815,COL008,Nanotek Computer Solutions,Colombo,SSD,WD,250GB,"250GB, SATA",13984,In Stock,24 Months,2025-09-24,Yes,Dinuka Technologies,Colombo,"No. 338/1, New Kandy Road, B214, Sri Lanka",6.9894438,80.0145945,5.0,54.0,Maybe,repair_shop
P0816,KAN059,M ZONE PC Solutions,Kandy,Monitor,Samsung,32-inch 4K,"32-inch 4K, 240Hz",51370,In Stock,6 Months,2025-09-24,Maybe,M ZONE PC Solutions,Kandy,"No.139 Market Road, Kadugannawa 20300, Sri Lanka",7.2567049,80.5216238,4.9,11.0,Maybe,product_shop
P0816,KAN059,M ZONE PC Solutions,Kandy,Monitor,Samsung,32-inch 4K,"32-inch 4K, 240Hz",51370,In Stock,6 Months,2025-09-24,Maybe,TITAN Computers Technologies,Kandy,"maberiya junction digana rajawalla, Digana 20180, Sri Lanka",7.2930728,80.7490973,5.0,5.0,Maybe,repair_shop
P0817,BAT235,KEE TECH,Batticaloa,SSD,Adata,250GB,"250GB, SATA",40984,In Stock,36 Months,2025-09-24,Yes,KEE TECH,Batticaloa,"Amman Kovil Road, Kurumanveli-12, களுவாஞ்சிக்குடி 20300, Sri Lanka",7.490497299999999,81.7807541,5.0,2.0,Maybe,product_shop
P0817,BAT235,KEE TECH,Batticaloa,SSD,Adata,250GB,"250GB, SATA",40984,In Stock,36 Months,2025-09-24,Yes,MPC ( Mobile Phone & Computer Repairing Centre),Batticaloa,"Hospital Rd, Nintavur 04, Sri Lanka",7.3531236,81.8560017,5.0,4.0,Maybe,repair_shop
P0818,COL003,ND Computers,Colombo,GPU,ASUS,RTX 3060,"6GB GDDR6, Dual Fan",216101,Out of Stock,24 Months,2025-09-24,Maybe,ND Computers,Colombo,"GF-24, Mega City, 10150, Sri Lanka",6.8770964,79.9903999,5.0,170.0,Maybe,product_shop
P0818,COL003,ND Computers,Colombo,GPU,ASUS,RTX 3060,"6GB GDDR6, Dual Fan",216101,Out of Stock,24 Months,2025-09-24,Maybe,ND Computers,Colombo,"GF-24, Mega City, 10150, Sri Lanka",6.8770964,79.9903999,5.0,170.0,Maybe,repair_shop
P0819,KUR264,Cyber Computers,Kurunegala,Motherboard,ASRock,Z690,"Z690 chipset, ATX",159825,Out of Stock,24 Months,2025-09-24,Yes,Cyber Computers,Kurunegala,"No.49C, Negombo Road, 44 Negombo Rd, Kurunegala 60000, Sri Lanka",7.4878,80.3609847,5.0,1.0,Maybe,product_shop
P0819,KUR264,Cyber Computers,Kurunegala,Motherboard,ASRock,Z690,"Z690 chipset, ATX",159825,Out of Stock,24 Months,2025-09-24,Yes,Pc Fix Digital solution & Computers,Kurunegala,"Mallawapitiya-Rambodagalla-Keppetigala Rd, Panagamuwa, Sri Lanka",7.4949886,80.5131537,5.0,2.0,Maybe,repair_shop
P0820,MAT119,Enter C,Matara,PSU,Seasonic,750W,"750W, 80+ Bronze",30829,In Stock,12 Months,2025-09-24,Yes,Enter C,Matara,"Issadeen Town, Matara 81000, Sri Lanka",5.9559321,80.53213219999999,5.0,2.0,Maybe,product_shop
P0820,MAT119,Enter C,Matara,PSU,Seasonic,750W,"750W, 80+ Bronze",30829,In Stock,12 Months,2025-09-24,Yes,Tharanga Computers,Matara,"WGXW+V9V, Matara, Sri Lanka",5.949746,80.5459079,5.0,6.0,Maybe,repair_shop
P0821,KUR260,Bitwin Computers,Kurunegala,PSU,EVGA,550W,"550W, 80+ Platinum",23859,In Stock,24 Months,2025-09-24,No,Bitwin Computers,Kurunegala,"MC Plaza, 43 Ground Floor, Kurunegala 60000, Sri Lanka",7.4874458,80.3648645,5.0,5.0,Maybe,product_shop
P0821,KUR260,Bitwin Computers,Kurunegala,PSU,EVGA,550W,"550W, 80+ Platinum",23859,In Stock,24 Months,2025-09-24,No,ASUS Exclusive Store - Kurunegala,Kurunegala,"No:06/1, Maliga Ground Complex, No:06 Dambulla Rd, Kurunegala 60000, Sri Lanka",7.4912847,80.3657116,5.0,12.0,Maybe,repair_shop
P0822,KUR264,Cyber Computers,Kurunegala,CPU,Intel,Ryzen 5 5600X,"Intel Ryzen 5 5600X, 6 cores",36157,In Stock,24 Months,2025-09-24,Maybe,Cyber Computers,Kurunegala,"No.49C, Negombo Road, 44 Negombo Rd, Kurunegala 60000, Sri Lanka",7.4878,80.3609847,5.0,1.0,Maybe,product_shop
P0822,KUR264,Cyber Computers,Kurunegala,CPU,Intel,Ryzen 5 5600X,"Intel Ryzen 5 5600X, 6 cores",36157,In Stock,24 Months,2025-09-24,Maybe,Pc Fix Digital solution & Computers,Kurunegala,"Mallawapitiya-Rambodagalla-Keppetigala Rd, Panagamuwa, Sri Lanka",7.4949886,80.5131537,5.0,2.0,Maybe,repair_shop
P0823,GAL100,GK COMPUTERS BADDEGAMA,Galle,Motherboard,ASRock,X570,"X570 chipset, mATX",129433,Out of Stock,36 Months,2025-09-24,Yes,GK COMPUTERS BADDEGAMA,Galle,"sandarawala junction, gk computers, galle road, Baddegama 80200, Sri Lanka",6.154696899999999,80.1838743,5.0,9.0,Maybe,product_shop
P0823,GAL100,GK COMPUTERS BADDEGAMA,Galle,Motherboard,ASRock,X570,"X570 chipset, mATX",129433,Out of Stock,36 Months,2025-09-24,Yes,Tech Nest Computers,Galle,"Galle Road, Mirissa 81750, Sri Lanka",5.940227,80.4729757,5.0,13.0,Maybe,repair_shop
P0824,COL005,3C Technologies,Colombo,PSU,Cooler Master,750W,"750W, 80+ Platinum",31396,Out of Stock,24 Months,2025-09-24,Yes,3C Technologies,Colombo,"545, 1 Athurugiriya Rd, Malabe 10115, Sri Lanka",6.8960032,79.9597543,5.0,6.0,Maybe,product_shop
P0824,COL005,3C Technologies,Colombo,PSU,Cooler Master,750W,"750W, 80+ Platinum",31396,Out of Stock,24 Months,2025-09-24,Yes,SH TECHINFO (PVT) LTD,Colombo,"11 Pamankada Ln, Colombo 00600, Sri Lanka",6.8761642,79.8669423,5.0,141.0,Maybe,repair_shop
P0825,BAT237,Microtech Computer Repairing Shop,Batticaloa,Monitor,BenQ,27-inch QHD,"27-inch QHD, 60Hz",138114,Out of Stock,12 Months,2025-09-24,Maybe,Microtech Computer Repairing Shop,Batticaloa,"FC Road, Kattankudy 30100, Sri Lanka",7.684578500000001,81.7297656,5.0,1.0,Maybe,product_shop
P0825,BAT237,Microtech Computer Repairing Shop,Batticaloa,Monitor,BenQ,27-inch QHD,"27-inch QHD, 60Hz",138114,Out of Stock,12 Months,2025-09-24,Maybe,KEE TECH,Batticaloa,"Amman Kovil Road, Kurumanveli-12, களுவாஞ்சிக்குடி 20300, Sri Lanka",7.4904973,81.7807541,5.0,2.0,Maybe,repair_shop
